,Unnamed: 0,Equipment Number,Equipment Class,Equipment Category,Service Group,Department,Make,Model,Year,Site,Mileage2024 (km),HourMeter2024 (hours),DowntimeHours2024 (hours),LaborHours2024 (hours),PrimaryMetric,Age,CO2(g/km),Total CO2 Emission (g),CO2(g/hour)
34,,B1264,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),5095.0,,40.61388928,28.16334,mileage,25,1808.1946636509376,9212751.811301528,
35,,B1266,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2002,NATIONAL YD. (701 NATIONAL),6177.0,,445.7986133,73.12253,mileage,23,1808.1946636509376,11169218.437371843,
36,,B1273,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),6252.0,,98.49583435,27.75334,mileage,23,1808.1946636509376,11304833.037145661,
37,,B1288,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),4431.0,,252.0097181,21.87944,mileage,23,1808.1946636509376,8012110.5546373045,
38,,B1289,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),5370.0,,253.5894443,45.78306,mileage,23,1808.1946636509376,9710005.343805535,
39,,B1292,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2003,NATIONAL YD. (701 NATIONAL),3447.0,,115.7633344,41.33529,mileage,22,1808.1946636509376,6232847.005604782,
40,,B1293,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F550,2004,NATIONAL YD. (701 NATIONAL),4501.0,,57.32944453,15.10445,mileage,21,1808.1946636509376,8138684.18109287,
41,,B1295,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2004,NATIONAL YD. (701 NATIONAL),4968.0,,83.27055727,19.415,mileage,21,1808.1946636509376,8983111.089017859,
42,,B1299,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2003,NATIONAL YD. (701 NATIONAL),4616.0,,18.04250002,15.90307,mileage,22,1808.1946636509376,8346626.567412728,
43,,B1340,"TRUCK, CLASS 4, CREW CAB, DUMP BODY",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2013,VARIOUS ON SITE,3037.0,647.0,278.3527814,23.22498,mileage,12,1808.1946636509376,5491487.193507898,
44,,B1714,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,MT45,2008,NATIONAL YD. (701 NATIONAL),3877.0,,201.2980548,79.31335,mileage,17,1654.6658878795035,6415139.647308835,
45,,B1723,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106,2005,NATIONAL YD. (701 NATIONAL),6467.0,,181.2455551,45.44473,mileage,20,1654.6658878795035,10700724.29691675,
46,,B1724,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106,2005,NATIONAL YD. (701 NATIONAL),5303.0,,196.1897229,46.25388,mileage,20,1654.6658878795035,8774693.203425007,
47,,B1725,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106,2005,NATIONAL YD. (701 NATIONAL),5189.0,,174.2913879,39.8175,mileage,20,1654.6658878795035,8586061.292206744,
48,,B1726,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106,2005,NATIONAL YD. (701 NATIONAL),2211.0,,73.55527829,16.15111,mileage,20,1654.6658878795035,3658466.2781015825,
49,,B1729,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106,2005,NATIONAL YD. (701 NATIONAL),4684.0,,295.6419441,46.64669,mileage,20,1654.6658878795035,7750455.018827595,
50,,B1730,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106,2005,NATIONAL YD. (701 NATIONAL),5018.0,,549.2730553,142.66613,mileage,20,1654.6658878795035,8303113.425379349,
51,,B1744,"TRUCK, AERIAL, LINE",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,INTERNATIONAL,4600,1990,NATIONAL YD. (701 NATIONAL),300.0,,211.6225002,22.92915,mileage,35,1654.6658878795035,496399.7663638511,
52,,B1749,"TRUCK, FLATDECK, POLE CRANE, LIGHT",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,F750,2001,NATIONAL YD. (701 NATIONAL),5009.0,,612.5019448,168.5679,mileage,24,1654.6658878795035,8288221.432388433,
53,,B1931,"TRUCK, CLASS 4, CREW CAB, DUMP BODY",hvy trk,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,F450,2013,MANITOBA YD. (250 W. 70TH),3368.0,263.0,39.86777639,13.68223,mileage,12,1808.1946636509376,6089999.627176358,
54,,B1932,"TRUCK, CLASS 4, CREW CAB, DUMP BODY",hvy trk,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,F450,2013,MANITOBA YD. (250 W. 70TH),3116.0,137.0,17.24388897,5.22139,mileage,12,1808.1946636509376,5634334.571936321,
55,,B1967,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,F750,2000,MANITOBA YD. (250 W. 70TH),5348.0,,171.1911128,47.78143,mileage,25,1808.1946636509376,9670225.061205214,
56,,B1968,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,F750,2000,NATIONAL YD. (701 NATIONAL),4395.0,,65.17861044,29.08779,mileage,25,1808.1946636509376,7947015.546745871,
57,,B5385,"TRUCK, FLATDECK, LIGHT",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,HINO,<UNDER STUDY>,2011,EVANS YARD (955 EVANS AVE.),8643.0,,14.26305532,5.23056,mileage,14,2140.9024817627105,18503820.14987511,
58,,B7639,"TRUCK, SERVICE, 1.5 TON",hvy trk,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,GENERAL MOTORS,GRUMMAN,2002,EVANS YARD (955 EVANS AVE.),18435.0,,281.5933354,39.71833,mileage,23,1446.5557309207502,26667254.89952403,
59,,B7643,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,F450,2002,EVANS YARD (955 EVANS AVE.),3653.0,,44.9677785,4.27416,mileage,23,1654.6658878795035,6044494.488423826,
60,,B7650,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F450,2002,STANLEY PARK SERVICE YD.,13675.0,,104.9638897,44.01667,mileage,23,1808.1946636509376,24727062.02542657,
61,,C0476,"TRUCK, VAN, POWER TAILGATE, SINGLE AXLE",hvy trk,Vancouver Public Library,LIBRARY,STERLING,SC7000,2003,VPL CENTRAL (350 W GEORGIA),20079.0,,53.71749976,46.22834,mileage,22,2140.9024817627105,42987180.93131346,
62,,C1038,"TRUCK, WELDER, SERVICE",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,FREIGHTLINER,M2-106,2005,MANITOBA YD. (250 W. 70TH),13733.0,,158.1502775,47.71888,mileage,20,2140.9024817627105,29401013.782047305,
63,,C1041,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,TP31042,2002,MANITOBA YD. (250 W. 70TH),4875.0,,250.5366673,54.77085,mileage,23,1808.1946636509376,8814948.98529832,
64,,C1044,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,WP31442,2002,MANITOBA YD. (250 W. 70TH),3530.0,,426.5969424,52.92362,mileage,23,1808.1946636509376,6382927.16268781,
65,,C1046,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,TP31442,2002,MANITOBA YD. (250 W. 70TH),4107.0,,182.2338916,61.05417,mileage,23,1808.1946636509376,7426255.483614401,
66,,C1047,"TRUCK, SERVICE, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,DODGE,SPRINTER,2008,MANITOBA YD. (250 W. 70TH),16668.0,,212.2041683,60.33499,mileage,17,1808.1946636509376,30138988.653733827,
67,,C1048,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,TP31442,2002,MANITOBA YD. (250 W. 70TH),4932.0,,122.8652819,29.73112,mileage,23,1808.1946636509376,8918016.081126424,
68,,C1084,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,FREIGHTLINER,FL70,2004,MANITOBA YD. (250 W. 70TH),11845.0,,168.0316669,71.32469,mileage,21,1808.1946636509376,21418065.790945355,
69,,C1093,"TRUCK, SERVICE, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,DODGE,SPRINTER,2009,MANITOBA YD. (250 W. 70TH),12292.0,,158.6119461,37.00946,mileage,16,1808.1946636509376,22226328.805597324,
70,,C1094,"TRUCK, SERVICE, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,DODGE,SPRINTER,2009,MANITOBA YD. (250 W. 70TH),3668.0,,328.1152749,62.78502,mileage,16,1808.1946636509376,6632458.026271639,
71,,C1103,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2000,MANITOBA YD. (250 W. 70TH),7194.0,,115.5661112,71.22027,mileage,25,1808.1946636509376,13008152.410304844,
72,,C1116,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2008,NATIONAL YD. (701 NATIONAL),39434.0,1940.0,513.6449991,136.23618,mileage,17,1808.1946636509376,71304348.36641107,
73,,C1121,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2000,NATIONAL YD. (701 NATIONAL),7856.0,,139.7133323,43.79109,mileage,25,1808.1946636509376,14205177.277641766,
74,,C1126,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2000,NATIONAL YD. (701 NATIONAL),4940.0,,576.9347239,83.96807,mileage,25,1808.1946636509376,8932481.638435632,
75,,C1130,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2000,NATIONAL YD. (701 NATIONAL),9514.0,,506.4327779,206.48973,mileage,25,1808.1946636509376,17203164.02997502,
76,,C1133,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2000,MANITOBA YD. (250 W. 70TH),10668.0,,163.9119455,60.24387,mileage,25,1808.1946636509376,19289820.671828203,
77,,C1134,"TRUCK, CLASS 4, CREW CAB, DUMP BODY",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2013,VARIOUS ON SITE,3396.0,379.0,48.77722311,5.76,mileage,12,1808.1946636509376,6140629.077758584,
78,,C1135,"TRUCK, CLASS 4, CREW CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2013,NATIONAL YD. (701 NATIONAL),1398.0,121.0,11.66472244,5.34028,mileage,12,1808.1946636509376,2527856.1397840106,
79,,C1138,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),7538.0,,243.4974986,40.36444,mileage,23,1808.1946636509376,13630171.374600768,
80,,C1154,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2003,NATIONAL YD. (701 NATIONAL),9989.0,,189.1783308,79.5258,mileage,22,1808.1946636509376,18062056.495209217,
81,,C1156,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2003,NATIONAL YD. (701 NATIONAL),10855.0,,273.3533341,95.96534,mileage,22,1808.1946636509376,19627953.073930927,
82,,C1157,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2003,NATIONAL YD. (701 NATIONAL),7743.0,,387.6827813,75.10698,mileage,22,1808.1946636509376,14000851.28064921,
83,,C1158,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2003,NATIONAL YD. (701 NATIONAL),6547.0,,110.1172218,49.15085,mileage,22,1808.1946636509376,11838250.462922689,
84,,C1159,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2003,NATIONAL YD. (701 NATIONAL),6779.0,,309.6161095,51.22863,mileage,22,1808.1946636509376,12257751.624889705,
85,,C1161,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2003,NATIONAL YD. (701 NATIONAL),7889.0,,360.7141652,73.45663,mileage,22,1808.1946636509376,14264847.701542247,
86,,C1162,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2003,NATIONAL YD. (701 NATIONAL),7693.0,,399.9919466,73.6986,mileage,22,1808.1946636509376,13910441.547466664,
87,,C1166,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,M2-106,2006,NATIONAL YD. (701 NATIONAL),10862.0,,209.5366654,81.18389,mileage,19,2121.6150720171004,23044982.912249744,
88,,C1167,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,M2-106,2006,MANITOBA YD. (250 W. 70TH),11047.0,,480.6638893,89.59698,mileage,19,2121.6150720171004,23437481.700572908,
89,,C1193,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2000,NATIONAL YD. (701 NATIONAL),3921.0,,575.5941679,84.50277,mileage,25,1808.1946636509376,7089931.276175327,
90,,C1198,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,M2-106,2006,NATIONAL YD. (701 NATIONAL),6224.0,,359.517224,133.3275,mileage,19,2121.6150720171004,13204932.208234433,
91,,C1200,"TRUCK, ASPHALT",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,M2-106,2006,NATIONAL YD. (701 NATIONAL),2463.0,,191.101943,34.78555,mileage,19,2140.9024817627105,5273042.812581556,
92,,C1231,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,M2-112,2007,MANITOBA YD. (250 W. 70TH),18981.0,,323.7949991,115.32527,mileage,18,2617.221966768986,49677490.15124212,
93,,C1267,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),5188.0,,210.5713889,22.01168,mileage,25,1808.1946636509376,9380913.915021064,
94,,C1268,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),7318.0,,204.7227778,31.89557,mileage,25,1808.1946636509376,13232368.548597561,
95,,C1269,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),6384.0,,34.3455565,12.73054,mileage,25,1808.1946636509376,11543514.732747586,
96,,C1270,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,MANITOBA YD. (250 W. 70TH),6797.0,,374.0022187,70.10387,mileage,25,1808.1946636509376,12290299.128835423,
97,,C1271,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),5340.0,,216.6788888,17.94802,mileage,25,1808.1946636509376,9655759.503896007,
98,,C1272,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,MANITOBA YD. (250 W. 70TH),5557.0,,112.8541693,27.85167,mileage,25,1808.1946636509376,10048137.74590826,
99,,C1275,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),3965.0,,275.8758333,57.68971,mileage,23,1808.1946636509376,7169491.8413759675,
100,,C1276,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,MANITOBA YD. (250 W. 70TH),10777.0,,224.4197216,97.58361,mileage,23,1808.1946636509376,19486913.890166156,
101,,C1277,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),6470.0,,94.32555604,17.33556,mileage,23,1808.1946636509376,11699019.473821567,
102,,C1278,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),5794.0,,200.5755533,51.90388,mileage,23,1808.1946636509376,10476679.881193534,
103,,C1280,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),5262.0,,360.7600014,49.20698,mileage,23,1808.1946636509376,9514720.320131233,
104,,C1282,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),10136.0,,278.1569439,42.98666,mileage,23,1808.1946636509376,18327861.110765904,
105,,C1284,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2003,NATIONAL YD. (701 NATIONAL),3905.0,,206.2977784,23.96361,mileage,22,1808.1946636509376,7061000.161556912,
106,,C1285,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2003,MANITOBA YD. (250 W. 70TH),9140.0,,272.2483363,82.33003,mileage,22,1808.1946636509376,16526899.22576957,
107,,C1287,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,MANITOBA YD. (250 W. 70TH),10783.0,,183.8252814,87.72747,mileage,25,1808.1946636509376,19497763.05814806,
108,,C1289,"TRUCK, CLASS 4, CREW CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2013,NATIONAL YD. (701 NATIONAL),35.0,0.0,4.965277672,4.91389,mileage,12,1808.1946636509376,63286.81322778282,
109,,C1291,"TRUCK, CLASS 4, CREW CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2013,NATIONAL YD. (701 NATIONAL),1332.0,88.0,131.3586099,25.6925,mileage,12,1808.1946636509376,2408515.291983049,
110,,C1294,"TRUCK, CLASS 4, CREW CAB, DUMP BODY",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2013,MANITOBA YD. (250 W. 70TH),14342.0,789.0,203.3119441,16.82196,mileage,12,1808.1946636509376,25933127.86608175,
111,,C1297,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2009,MANITOBA YD. (250 W. 70TH),14566.0,626.0,614.3458346,74.30471,mileage,16,1808.1946636509376,26338163.47073956,
112,,C1298,"TRUCK, CLASS 4, CREW CAB, DUMP BODY",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2013,NATIONAL YD. (701 NATIONAL),4029.0,332.0,32.63527775,8.39556,mileage,12,1808.1946636509376,7285216.299849628,
113,,C1639,"TRUCK, ROADLINE MARKER",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,GENERAL MOTORS,T8500,2009,NATIONAL YD. (701 NATIONAL),1490.0,,831.7533345,217.81419,mileage,16,2140.9024817627105,3189944.6978264386,
114,,C1662,"TRUCK, FLATDECK, LIGHT",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),4572.0,,35.03694439,17.6914,mileage,25,2140.9024817627105,9788206.146619113,
115,,C1700,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106,2005,NATIONAL YD. (701 NATIONAL),7016.0,,424.6761126,79.28247,mileage,20,1654.6658878795035,11609135.869362596,
116,,C1701,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106,2005,NATIONAL YD. (701 NATIONAL),4896.0,,299.5069438,69.10637,mileage,20,1654.6658878795035,8101244.187058049,
117,,C1702,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,F550,2009,NATIONAL YD. (701 NATIONAL),19686.0,,496.6191704,106.68725,mileage,16,1654.6658878795035,32573752.668795906,
118,,C1703,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106,2005,NATIONAL YD. (701 NATIONAL),4084.0,,202.8411116,40.61778,mileage,20,1654.6658878795035,6757655.486099892,
119,,C1717,"TRUCK, FLATDECK, POLE CRANE, LIGHT",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,F750,2001,NATIONAL YD. (701 NATIONAL),3596.0,,213.5024993,72.88833,mileage,24,1654.6658878795035,5950178.532814695,
120,,C1722,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106,2006,NATIONAL YD. (701 NATIONAL),4092.0,,372.6380541,64.26664,mileage,19,1654.6658878795035,6770892.813202929,
121,,C1728,"TRUCK, AERIAL, 40 FT BOOM, HYBRID ELEC",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106 HYBRID,2010,NATIONAL YD. (701 NATIONAL),1376.0,,763.5922176,74.83946,mileage,15,1654.6658878795035,2276820.261722197,
122,,C1735,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,MT45,2008,NATIONAL YD. (701 NATIONAL),5745.0,,322.513055,91.74001,mileage,17,1654.6658878795035,9506055.525867747,
123,,C1743,"TRUCK, FLATDECK, LIGHT",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,F350,2002,NATIONAL YD. (701 NATIONAL),1344.0,,28.7344439,3.94917,mileage,23,2140.9024817627105,2877372.9354890827,
124,,C1746,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),4664.0,,251.7900032,43.52698,mileage,23,1654.6658878795035,7717361.701070004,
125,,C1753,"TRUCK, DUMP, 1 YARD",hvy trk,Community Services Group,CEMETERY,FORD,F350,2000,MNTN VIEW CEMETERY(5455FRASER),3115.0,,161.3011098,61.08526,mileage,25,1808.1946636509376,5632526.377272671,
126,,C1963,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,F750,2003,MANITOBA YD. (250 W. 70TH),3846.0,,87.70750052,31.21555,mileage,22,1808.1946636509376,6954316.676401506,
127,,C1964,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2003,MANITOBA YD. (250 W. 70TH),9005.0,,95.56527573,50.67891,mileage,22,1808.1946636509376,16282792.946176693,
128,,C1965,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,F450,2002,MANITOBA YD. (250 W. 70TH),6876.0,,69.28055561,34.56778,mileage,23,1808.1946636509376,12433146.507263847,
129,,C1966,"TRUCK, CLASS 7, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING EQS LOANER POOL,FREIGHTLINER,MM10604,2011,NATIONAL YD. (701 NATIONAL),3047.0,,233.2702783,37.81637,mileage,14,2144.668000546808,6534803.397666124,
130,,C7560,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F450,2002,EVANS YARD (955 EVANS AVE.),3546.0,,153.1324999,40.47553,mileage,23,1808.1946636509376,6411858.277306225,
131,,C7576,"TRUCK, FLATDECK, LIGHT",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F450,2002,EVANS YARD (955 EVANS AVE.),4508.0,,149.3377795,3.79974,mileage,23,2140.9024817627105,9651188.387786299,
132,,C7610,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F350,2004,STANLEY PARK SERVICE YD - DOWNTOWN,12190.0,,35.60972215,11.40278,mileage,21,1808.1946636509376,22041892.94990493,
133,,C7637,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F450,2003,EVANS YARD (955 EVANS AVE.),4977.0,,89.69416666,29.30778,mileage,22,1808.1946636509376,8999384.840990717,
134,,C7679,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FREIGHTLINER,FL70,2003,EVANS YARD (955 EVANS AVE.),4222.0,,67.03888845,26.2725,mileage,22,2121.6150720171004,8957458.834056199,
135,,C7693,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F450,2002,STANLEY PARK SERVICE YD.,14757.0,,396.6477783,113.83,mileage,23,1808.1946636509376,26683528.651496887,
136,,C7695,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,FORD,F450,2003,EVANS YARD (955 EVANS AVE.),9662.0,,115.0886103,26.58779,mileage,22,1808.1946636509376,17470776.840195358,
