,Equipment Number,Equipment Class,Equipment Category,Service Group,Department,Make,Model,Year,Site,Mileage2024 (km),HourMeter2024 (hours),DowntimeHours2024 (hours),LaborHours2024 (hours),PrimaryMetric,Age
553,A1422,"TRUCK, PICKUP, LIGHT, FOUR WHEEL DRIVE",light duty,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,FORD,F150,2002,SOUTH SIDE TRANSFER STATION,10150.0,,95.32194404,32.48225,mileage,23
554,A1423,"TRUCK, SUV, COMPACT, 4X4",light duty,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,FORD,ESCAPE,2005,DELTA LANDFILL,7661.0,,64.44972086,25.92416,mileage,20
555,A5429,"BUS, 23 PASSENGER OR MORE",hvy trk,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,GENERAL MOTORS,AERO ELITE,2006,KILLARNEY CC (6260 KILLARNEY),792.0,,470.170281,53.94777,mileage,19
556,A5471,"VAN, PASSENGER, 10+ PASSENGER",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,E350,2008,BRITANNIA CC (1060 NAPIER),18.0,,66.46388841,34.26306,mileage,17
557,A5507,"VAN, PASSENGER, 10+ PASSENGER",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,E350,2005,MOUNT PLEASANT CC (3161 Ontario),177.0,,14.93861127,11.23834,mileage,20
558,A5640,"TRUCK, PICKUP, LIGHT, FOUR WHEEL DRIVE",light duty,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,FORD,F150,2013,DELTA LANDFILL,6830.0,,17.28472252,9.57721,mileage,12
559,A7524,"AUTO, PASSENGER, COMPACT WAGON",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,FOCUS,2003,SUNSET NURSERY (290 E. 51ST),3060.0,,252.5425014,12.61333,mileage,22
560,A7529,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2003,SUNSET NURSERY (290 E. 51ST),5997.0,,285.4708294,30.31249,mileage,22
561,A7538,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,RANGER,2005,STANLEY PARK SERVICE YD.,12029.0,,27.22888899,4.79222,mileage,20
562,A7539,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,RANGER,2005,EVANS YARD (955 EVANS AVE.),5520.0,,67.30722219,13.70612,mileage,20
563,A7558,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2006,JERICHO WRKS YD(N.FT.DISCOVRY),4445.0,,13.26666665,12.78027,mileage,19
564,A7582,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,RANGER,2005,SUNSET NURSERY (290 E. 51ST),16014.0,,51.36111164,21.75919,mileage,20
565,B1418,"TRUCK, SUV, COMPACT, 4X4",light duty,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,FORD,ESCAPE,2006,DELTA LANDFILL,2093.0,,37.32916676,26.37668,mileage,19
566,B5381,"VAN, PASSENGER, 10+ PASSENGER",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,E350,2012,THUNDERBIRD CC (2311 CASSIAR),2274.0,,75.30472279,8.12804,mileage,13
567,B5382,"VAN, PASSENGER, 10+ PASSENGER",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,E350,2011,RAY-CAM CC (920 E. HASTINGS),761.0,,12.64916626,10.08721,mileage,14
568,B5430,"BUS, 23 PASSENGER OR MORE",hvy trk,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,BUS,2011,CHAMPLAIN PARK (3350 MAQUINNA),0.0,,93.87861085,9.42862,mileage,14
569,B5496,"VAN, PASSENGER, 10+ PASSENGER",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,E350,2012,RAY-CAM CC (920 E. HASTINGS),7126.0,,183.7144448,10.41417,mileage,13
570,B7536,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2012,JERICHO WRKS YD(N.FT.DISCOVRY),4542.0,268.0,63.00222409,3.80999,mileage,13
571,B7545,"TRUCK, PICKUP, COMPACT",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,RANGER,2004,JERICHO WRKS YD(N.FT.DISCOVRY),4893.0,,42.94555604,10.85806,mileage,21
572,C1411,"TRUCK, PICKUP, HEAVY, FOUR WHEEL DRIVE",light duty,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,FORD,F250,2012,DELTA LANDFILL,10201.0,,211.5249999,46.49665,mileage,13
573,C1415,"TRUCK, REFUSE, ROLL-OFF CONTAINER, LANDFILL",hvy trk,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,WESTERN STAR,6900XD,2006,DELTA LANDFILL,4383.0,,507.2372241,328.10948,mileage,19
574,C1419,"TRUCK, PERSONNEL TRANSPORT",hvy trk,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,FORD,F450,2003,DELTA LANDFILL,4936.0,,737.2785987,174.86333,mileage,22
575,C1420,"TRUCK, REFUSE, ROLL-OFF CONTAINER, LANDFILL",hvy trk,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,WESTERN STAR,6900XD,2006,DELTA LANDFILL,4983.0,,507.2372241,328.10948,mileage,19
576,C1450,"TRUCK, TRACTOR, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,INTERNATIONAL,9400I,2005,SOUTH SIDE TRANSFER STATION,1661.0,,317.667778,52.70251,mileage,20
577,C1477,"TRUCK, TRACTOR, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,INTERNATIONAL,9400I,2003,SOUTH SIDE TRANSFER STATION,2391.0,,516.0408318,48.78111,mileage,22
578,C1889,"TRUCK, PICKUP, LIGHT, FOUR WHEEL DRIVE",light duty,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,FORD,F150,2011,DELTA LANDFILL,10333.0,,537.4511091,61.2364,mileage,14
579,C7518,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F150,2013,EVANS YARD (955 EVANS AVE.),6769.0,,27.22888947,8.81639,mileage,12
580,C7531,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F150,2003,FRASERVIEW GC (7800 VIVIAN),7683.0,,153.1686068,24.42415,mileage,22
581,C7542,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2012,EVANS YARD (955 EVANS AVE.),8243.0,555.0,27.37444496,9.6261,mileage,13
582,C7557,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2006,SUNSET NURSERY (290 E. 51ST),6701.0,,73.66639066,46.45748,mileage,19
583,C7601,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2003,JERICHO WRKS YD(N.FT.DISCOVRY),5709.0,,33.18416667,15.89056,mileage,22
584,C7654,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F450,2002,JERICHO WRKS YD(N.FT.DISCOVRY),14340.0,,244.7830549,78.96556,mileage,23
585,C7668,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F450,2002,LANGARA GC (290 W. 49TH),1555.0,,103.4425004,45.21252,mileage,23
586,C7669,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F350,2000,EVANS YARD (955 EVANS AVE.),7083.0,,251.9002761,88.55641,mileage,25
587,C7690,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,STERLING,SC7000,2002,SUNSET NURSERY (290 E. 51ST),13765.0,,297.997781,64.62526,mileage,23
588,C7698,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F450,2002,SUNSET NURSERY (290 E. 51ST),12524.0,,379.9727815,133.38668,mileage,23
589,D1414,"TRUCK, PICKUP, COMPACT, FOUR WHEEL DRIVE",light duty,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,FORD,RANGER,2011,DELTA LANDFILL,3405.0,,192.9561127,74.99828,mileage,14
590,D1450,"TRUCK, TRACTOR, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,FREIGHTLINER,CD122064,2013,SOUTH SIDE TRANSFER STATION,45984.0,,1361.245553,193.69136,mileage,12
591,D1471,"TRUCK, TRACTOR, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,FREIGHTLINER,CD122064,2013,SOUTH SIDE TRANSFER STATION,49131.0,,1404.423893,200.16416,mileage,12
592,D1472,"TRUCK, TRACTOR, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,FREIGHTLINER,CD122064,2013,SOUTH SIDE TRANSFER STATION,58581.0,,1099.700814,175.87917,mileage,12
593,D1473,"TRUCK, TRACTOR, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,FREIGHTLINER,CD122064,2013,SOUTH SIDE TRANSFER STATION,47069.0,,882.8050019,210.08391,mileage,12
594,D1474,"TRUCK, TRACTOR, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,FREIGHTLINER,CD122064,2013,SOUTH SIDE TRANSFER STATION,64500.0,,1580.420549,203.50004,mileage,12
595,D1475,"TRUCK, TRACTOR, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,FREIGHTLINER,CD122064,2013,SOUTH SIDE TRANSFER STATION,39239.0,,1017.059161,231.60429,mileage,12
596,D1476,"TRUCK, TRACTOR, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,FREIGHTLINER,CD122064,2013,SOUTH SIDE TRANSFER STATION,51398.0,,1615.972215,212.57994,mileage,12
597,D1477,"TRUCK, TRACTOR, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,FREIGHTLINER,CD122064,2013,SOUTH SIDE TRANSFER STATION,48431.0,,1138.538616,187.84748,mileage,12
598,D1478,"TRUCK, TRACTOR, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,FREIGHTLINER,CD122064,2013,SOUTH SIDE TRANSFER STATION,48020.0,,1685.859456,201.85247,mileage,12
599,D1642,"TRUCK, PICKUP, COMPACT, FOUR WHEEL DRIVE",light duty,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,TOYOTA,TACOMA,2013,DELTA LANDFILL,11522.0,,192.9561127,74.99828,mileage,12
600,D7501,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2012,EVANS YARD (955 EVANS AVE.),12545.0,653.0,143.764167,18.31583,mileage,13
601,D7555,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2012,JERICHO WRKS YD(N.FT.DISCOVRY),7114.0,863.0,35.96805596,9.54945,mileage,13
602,D7559,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2011,EVANS YARD (955 EVANS AVE.),8369.0,481.0,85.85861087,11.02139,mileage,14
603,D7571,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2008,EVANS YARD (955 EVANS AVE.),8096.0,493.0,132.5330559,18.93335,mileage,17
604,D7572,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2012,LANGARA GC (290 W. 49TH),5172.0,208.0,52.8625021,9.40917,mileage,13
605,D7581,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2009,JERICHO WRKS YD(N.FT.DISCOVRY),8918.0,,40.63194454,10.12556,mileage,16
606,D7597,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2009,SUNSET NURSERY (290 E. 51ST),6758.0,,41.89444458,16.62416,mileage,16
607,D7598,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2009,SUNSET NURSERY (290 E. 51ST),9855.0,,126.8872265,17.36389,mileage,16
608,D7600,"TRUCK, CLASS 7, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FREIGHTLINER,108SD,2013,SUNSET NURSERY (290 E. 51ST),30030.0,915.0,573.8397206,62.37276,mileage,12
609,D7605,"TRUCK, PICKUP, LIGHT",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F150,2005,MCCLEERY GC (7170 MACDONALD),6756.0,,58.62499952,8.67474,mileage,20
610,D7612,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2011,JERICHO WRKS YD(N.FT.DISCOVRY),10128.0,484.0,108.8847213,25.72,mileage,14
611,D7614,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2012,JERICHO WRKS YD(N.FT.DISCOVRY),8073.0,159.0,8.024999619,4.54333,mileage,13
612,D7615,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2011,EVANS YARD (955 EVANS AVE.),8651.0,600.0,70.21444559,11.9914,mileage,14
613,D7676,"TRUCK, CLASS 7, REG CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FREIGHTLINER,108SD,2013,EVANS YARD (955 EVANS AVE.),8592.0,470.0,139.6561127,38.97805,mileage,12
614,D7697,"TRUCK, PICKUP, HEAVY",light duty,Parks & Recreation,PARK BOARD VANCOUVER EAST DISTRICT,FORD,F250,2012,JERICHO WRKS YD(N.FT.DISCOVRY),10146.0,0.0,130.8677781,17.29638,mileage,13
615,E1416,"TRUCK, PICKUP, LIGHT, FOUR WHEEL DRIVE",light duty,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,FORD,F150,2011,DELTA LANDFILL,5150.0,,34.34333277,12.46917,mileage,14
616,E1641,"TRUCK, SUV, COMPACT, 4X4",light duty,Engineering Services,ENGINEERING TRANSFER AND LANDFILL OPER.,FORD,ESCAPE,2012,DELTA LANDFILL,7303.0,,47.32000053,8.80777,mileage,13
617,A0128,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,FOCUS,2002,MANITOBA YD. (250 W. 70TH),1607.0,,29.51083422,4.07029,mileage,23
618,A0129,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING SANITATION OPER.,MERCEDES,SMARTC,2008,MANITOBA YD. (250 W. 70TH),1323.0,,4.696111202,3.21806,mileage,17
619,A1323,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,F150,2004,MANITOBA YD. (250 W. 70TH),18050.0,,132.5561113,49.43755,mileage,21
620,A1341,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,E250,2004,MANITOBA YD. (250 W. 70TH),8747.0,,71.23444343,25.85998,mileage,21
621,A1342,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,F150,2003,MANITOBA YD. (250 W. 70TH),3794.0,,154.8552773,15.63194,mileage,22
622,A1346,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,F150,2002,MANITOBA YD. (250 W. 70TH),8260.0,,50.22916645,30.2114,mileage,23
623,A1348,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,F150,2003,MANITOBA YD. (250 W. 70TH),2784.0,,76.05666685,16.52113,mileage,22
624,A1375,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,E350,2007,MANITOBA YD. (250 W. 70TH),44606.0,,381.4413818,63.81917,mileage,18
625,A1376,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,E350,2010,MANITOBA YD. (250 W. 70TH),13407.0,,536.1777877,27.14527,mileage,15
626,A1531,"TRUCK, REFUSE, REAR LOADER, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,PETERBILT,320,2014,MANITOBA YD. (250 W. 70TH),11664.0,,1017.376113,49.89749,mileage,11
627,A1533,"TRUCK, REFUSE, REAR LOADER, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,PETERBILT,320,2014,MANITOBA YD. (250 W. 70TH),11664.0,,561.1080562,23.90056,mileage,11
628,A1534,"TRUCK, REFUSE, REAR LOADER, 20 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,PETERBILT,320,2014,MANITOBA YD. (250 W. 70TH),11664.0,,182.9441667,12.93305,mileage,11
629,A1839,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,FREESTAR,2006,MANITOBA YD. (250 W. 70TH),2872.0,,77.5127762,10.36723,mileage,19
630,A1840,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,FREESTAR,2006,MANITOBA YD. (250 W. 70TH),9854.0,,202.5691665,26.83415,mileage,19
631,A1926,"TRUCK, PICKUP, HEAVY",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,F350,2003,MANITOBA YD. (250 W. 70TH),5452.0,,67.18944502,29.02,mileage,22
632,A2514,"TRUCK, SERVICE, CLASS 5, FOUR WHEEL DRIVE",hvy trk,Engineering Services,ENGINEERING EQUIPMENT OPER.,FORD,F550,2012,DELTA LANDFILL,5273.0,550.0,215.7658327,85.10249,mileage,13
633,A2516,"TRUCK, PICKUP, HEAVY, FOUR WHEEL DRIVE",light duty,Engineering Services,ENGINEERING EQUIPMENT OPER.,FORD,F250,2012,DELTA LANDFILL,6952.0,,21.40999937,18.40833,mileage,13
634,A5409,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,FOCUS,2006,MANITOBA YD. (250 W. 70TH),8762.0,,100.97,30.45942,mileage,19
635,A5411,"AUTO, PASSENGER, COMPACT WAGON",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,FOCUS,2006,MANITOBA YD. (250 W. 70TH),7356.0,,41.80888844,35.8236,mileage,19
636,A5602,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,FREIGHTLINER,CONDOR,2007,MANITOBA YD. (250 W. 70TH),14831.0,,456.3080553,127.86774,mileage,18
637,A5644,"TRUCK, SEWER CLEANER, HYDRAULIC & EDUCTOR",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,FREIGHTLINER,114SD,2012,MANITOBA YD. (250 W. 70TH),8105.0,,322.4252835,36.21802,mileage,13
638,A5649,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,TRANSIT CONNECT,2014,MANITOBA YD. (250 W. 70TH),8470.0,,146.7144448,47.77471,mileage,11
639,B0147,"AUTO, PASSENGER, SUB-COMPACT, ELEC",light duty,Engineering Services,ENGINEERING SEWERS OPER.,MITSUBISHI,I MIEV,2013,MANITOBA YD. (250 W. 70TH),0.0,,1.249722242,0.31583,mileage,12
640,B0163,"AUTO, PASSENGER, SUB-COMPACT, ELEC",light duty,Engineering Services,ENGINEERING SANITATION OPER.,MITSUBISHI,I MIEV,2013,MANITOBA YD. (250 W. 70TH),5.0,,386.8111095,8.61334,mileage,12
641,B0204,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,FOCUS,2003,MANITOBA YD. (250 W. 70TH),7531.0,,24.81361163,10.68277,mileage,22
642,B1309,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,F150,1997,MANITOBA YD. (250 W. 70TH),7638.0,,155.1480557,38.83001,mileage,28
643,B1310,"VAN, PANEL, HEAVY",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,E250,2006,MANITOBA YD. (250 W. 70TH),17361.0,,150.6149981,41.53696,mileage,19
644,B1324,"TRUCK, PICKUP, COMPACT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,RANGER,2010,MANITOBA YD. (250 W. 70TH),36480.0,,115.143056,31.40332,mileage,15
645,B1326,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,E150,2004,MANITOBA YD. (250 W. 70TH),7770.0,,51.46472228,9.38,mileage,21
646,B1332,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,E150,2004,MANITOBA YD. (250 W. 70TH),6486.0,,72.3280549,12.44916,mileage,21
647,B1334,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,E150,2002,PUBLIC PARKING E. WING (YUKON),6151.0,,63.52111089,4.87915,mileage,23
648,B1335,"VAN, PANEL, LIGHT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,E150,2002,CITY VEH. PRKG. E. WING (10TH),12185.0,,291.8022228,21.6086,mileage,23
649,B1357,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Engineering Services,ENGINEERING SEWERS OPER.,FREIGHTLINER,FL80,2004,MANITOBA YD. (250 W. 70TH),14976.0,,140.6938866,62.97192,mileage,21
650,B1402,"TRUCK, FLUSHER, SINGLE AXLE",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,VOLVO,WX42,2002,NATIONAL YD. (701 NATIONAL),2088.0,,323.1744459,137.30611,mileage,23
651,B1403,"TRUCK, FLUSHER, SINGLE AXLE",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,VOLVO,WX42,2002,NATIONAL YD. (701 NATIONAL),2685.0,,366.5380571,164.61083,mileage,23
652,B1404,"TRUCK, FLUSHER, SINGLE AXLE",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,VOLVO,WX42,2002,MANITOBA YD. (250 W. 70TH),5202.0,,347.1205535,119.97672,mileage,23
653,B1433,"TRUCK, POWERVAC, WITH WATERJET, 150 GAL, GAS",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,FORD,F450,2004,MANITOBA YD. (250 W. 70TH),2027.0,,140.9325004,36.4414,mileage,21
654,B1434,"TRUCK, DUMP, OPEN BODY",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,FREIGHTLINER,M2-106,2007,MANITOBA YD. (250 W. 70TH),19266.0,,118.3511102,74.2144,mileage,18
655,B1515,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,MACK,MS300P,1999,MANITOBA YD. (250 W. 70TH),2882.0,,812.7502773,97.17364,mileage,26
656,B1526,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),9454.0,,639.7469419,225.85637,mileage,16
657,B1527,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),9069.0,,516.1627813,273.98562,mileage,16
658,B1528,"TRUCK, RECYCLING, RIGHT PICKUP",hvy trk,Engineering Services,ENGINEERING SANITATION UTILITY,CRANE CARRIER,LET2,2009,MANITOBA YD. (250 W. 70TH),10268.0,,384.7200028,246.10745,mileage,16
659,B1856,"TRUCK, REFUSE, LITTER PICKUP",light duty,Engineering Services,ENGINEERING SANITATION OPER.,FORD,RANGER,2008,MANITOBA YD. (250 W. 70TH),16628.0,,127.4375009,44.92391,mileage,17
660,B1883,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING SANITATION UTILITY,FORD,F150,2003,MANITOBA YD. (250 W. 70TH),23211.0,,158.4555544,44.00473,mileage,22
661,B1887,"TRUCK, PICKUP, LIGHT",light duty,Engineering Services,ENGINEERING SANITATION UTILITY,FORD,F150,2003,MANITOBA YD. (250 W. 70TH),16681.0,,297.8311049,41.71696,mileage,22
662,B1894,"TRUCK, REFUSE, SIDE LOADER, 10 YARD",hvy trk,Engineering Services,ENGINEERING SANITATION OPER.,FREIGHTLINER,MT55,2014,MANITOBA YD. (250 W. 70TH),7885.0,,782.637499,90.77057,mileage,11
663,B1933,"TRUCK, PICKUP, HEAVY",light duty,Engineering Services,ENGINEERING EQUIPMENT OPER.,FORD,F350,2002,MANITOBA YD. (250 W. 70TH),2760.0,,99.0975008,31.00083,mileage,23
664,B1934,"VAN, 1TON, CUBE BODY",light duty,Engineering Services,ENGINEERING EQUIPMENT OPER.,FORD,E350,2006,MANITOBA YD. (250 W. 70TH),2666.0,,385.099443,137.94252,mileage,19
665,B1936,"VAN, 1TON, CUBE BODY",light duty,Engineering Services,ENGINEERING EQUIPMENT OPER.,FORD,E350,2000,MANITOBA YD. (250 W. 70TH),5044.0,,480.4508346,57.03082,mileage,25
666,B1942,"TRUCK, PICKUP, HEAVY",light duty,Engineering Services,ENGINEERING EQUIPMENT OPER.,FORD,F250,2007,MANITOBA YD. (250 W. 70TH),5157.0,,17.98972213,4.72473,mileage,18
667,B1955,"VAN, PANEL, COMPACT",light duty,Engineering Services,ENGINEERING EQUIPMENT OPER.,FORD,WINDSTAR,2002,MANITOBA YD. (250 W. 70TH),8200.0,,118.0888898,22.84804,mileage,23
668,B2505,"CART, ELEC, PERSONNEL",light duty,Engineering Services,ENGINEERING EQUIPMENT OPER.,YAMAHA,G16,2006,MANITOBA YD. (250 W. 70TH),4498.0,4.0,220.990278,18.53695,mileage,19
669,C0144,"AUTO, PASSENGER, COMPACT",light duty,Engineering Services,ENGINEERING SEWERS OPER.,FORD,FOCUS,2004,MANITOBA YD. (250 W. 70TH),9368.0,,16.22611117,12.79917,mileage,21
670,C0206,"AUTO, PASSENGER, MICRO COMPACT",light duty,Engineering Services,ENGINEERING SANITATION OPER.,MERCEDES,SMARTC,2008,MANITOBA YD. (250 W. 70TH),716.0,,389.3633347,19.78249,mileage,17
