,Equipment Number,Equipment Class,Equipment Category,Service Group,Department,Make,Model,Year,Site,Mileage2024 (km),HourMeter2024 (hours),DowntimeHours2024 (hours),LaborHours2024 (hours),PrimaryMetric,Age,CO2(g/km),Total CO2 Emission (g),CO2(g/hour),Priority Score,Priority rank,Prioritized
505,A1203,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2008,NATIONAL YD. (701 NATIONAL),19194.0,1144.0,437.3833289,125.26611,mileage,17,1808.1946636509376,34706488.3741161,,0.2944657779115351,175.0,0
506,A1204,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F550,2006,NATIONAL YD. (701 NATIONAL),3088.0,,200.6963881,47.08251,mileage,19,1808.1946636509376,5583705.121354096,,0.22946533244000752,230.0,0
507,A1205,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,F450,2007,NATIONAL YD. (701 NATIONAL),5155.0,,40.55194467,18.69334,mileage,18,1808.1946636509376,9321243.491120584,,0.1970342979242673,281.0,0
508,A1206,"TRUCK, VAN, POWER TAILGATE, SINGLE AXLE",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2003,MANITOBA YD. (250 W. 70TH),4396.0,,94.96444428,10.56415,mileage,22,2140.9024817627105,9411407.309828876,,0.3702005253872777,163.0,0
509,A1240,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F550,2005,NATIONAL YD. (701 NATIONAL),3998.0,,257.95528,70.89446,mileage,20,1808.1946636509376,7229162.265276449,,0.24749791581231453,204.0,0
510,A1243,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2008,NATIONAL YD. (701 NATIONAL),7062.0,2.0,452.4097266,124.76694,mileage,17,1808.1946636509376,12769470.71470292,,0.2960184850838279,174.0,0
511,A1244,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2008,NATIONAL YD. (701 NATIONAL),16742.0,,196.1405553,54.44974,mileage,17,1808.1946636509376,30272795.058844,,0.23239453902294294,221.0,0
512,A1245,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F550,2008,NATIONAL YD. (701 NATIONAL),4785.0,281.0,218.6277771,34.88501,mileage,17,1808.1946636509376,8652211.465569736,,0.22585168836978695,235.0,0
513,A1246,"TRUCK, VAN, POWER TAILGATE, SINGLE AXLE",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2008,NATIONAL YD. (701 NATIONAL),8195.0,558.0,413.1058274,69.79892,mileage,17,2140.9024817627105,17544695.838045415,,0.43596449179157426,112.0,0
514,A1648,"TRUCK, FLATDECK, LIGHT",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,F550,2003,NATIONAL YD. (701 NATIONAL),2399.0,,1131.733323,58.72638,mileage,22,2140.9024817627105,5136025.053748743,,0.5162527330870316,94.0,0
515,A1704,"TRUCK, AERIAL, 40 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,F550,2003,NATIONAL YD. (701 NATIONAL),768.0,,47.52472186,14.08613,mileage,22,1654.6658878795035,1270783.4018914588,,0.1170052332725327,323.0,0
516,A1708,"TRUCK, AERIAL, 40 FT BOOM, HYBRID ELEC",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106 HYBRID,2010,NATIONAL YD. (701 NATIONAL),3502.0,,221.5541642,42.41388,mileage,15,1654.6658878795035,5794639.939354021,,0.15105942474924242,311.0,0
517,A1928,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2002,NATIONAL YD. (701 NATIONAL),8075.0,,67.12777823,9.88361,mileage,23,1808.1946636509376,14601171.90898132,,0.19604545075460578,283.0,0
518,A2246,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING KENT CONSTRUCTION S & S,STERLING,LT7501,2003,KENT YARD (900 E. KENT),697.0,,83.38027728,30.60919,mileage,22,2617.221966768986,1824203.7108379835,,0.6223943684699474,63.0,0
519,A5486,"TRUCK, FLATDECK, LIGHT",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,STERLING,360,2008,EVANS YARD (955 EVANS AVE.),0.0,,302.2122221,2.8825,mileage,17,2140.9024817627105,0.0,,0.3912403280363558,143.0,0
520,A5489,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,STERLING,BULLET,2008,NATIONAL YD. (701 NATIONAL),2676.0,,311.8997244,17.92803,mileage,17,1808.1946636509376,4838728.9199299095,,0.228959823292065,231.0,0
521,A5490,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2008,NATIONAL YD. (701 NATIONAL),5348.0,586.0,58.11722241,33.50836,mileage,17,1808.1946636509376,9670225.061205214,,0.20610480637298997,269.0,0
522,A5628,"TRUCK, AERIAL, 50 FT PLUS BOOM",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,INTERNATIONAL,4400,2013,EVANS YARD (955 EVANS AVE.),5678.0,,140.7580564,34.18555,mileage,12,1654.6658878795035,9395192.911379822,,0.13756894647466497,319.0,0
523,B1003,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2003,MANITOBA YD. (250 W. 70TH),7355.0,,161.8597221,27.7411,mileage,22,1808.1946636509376,13299271.751152646,,0.21573112609475165,253.0,0
524,B1016,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,FREIGHTLINER,FL80,2004,MANITOBA YD. (250 W. 70TH),10838.0,,77.06555569,51.04834,mileage,21,2121.6150720171004,22994064.15052133,,0.3772607614745406,159.0,0
525,B1043,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,WP31442,2002,MANITOBA YD. (250 W. 70TH),4807.0,,132.8925008,22.40443,mileage,23,1808.1946636509376,8691991.748170057,,0.20976995859413788,262.0,0
526,B1051,"TRUCK, SERVICE, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,DODGE,SPRINTER,2008,MANITOBA YD. (250 W. 70TH),25776.0,,327.5447216,58.07667,mileage,17,1808.1946636509376,46608025.650266565,,0.249738501236968,201.0,0
527,B1052,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,TP31442,2002,MANITOBA YD. (250 W. 70TH),4853.0,,365.5308299,61.66007,mileage,23,1808.1946636509376,8775168.702698,,0.25594667177482605,196.0,0
528,B1053,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,TP31442,2002,NATIONAL YD. (701 NATIONAL),5856.0,,325.6050014,41.32917,mileage,23,1808.1946636509376,10588787.950339893,,0.2416166459593363,210.0,0
529,B1054,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,TP31442,2002,MANITOBA YD. (250 W. 70TH),5612.0,,278.0497199,33.71222,mileage,23,1808.1946636509376,10147588.452409064,,0.23236937279983094,222.0,0
530,B1064,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,STERLING,LT7501,2003,MANITOBA YD. (250 W. 70TH),13215.0,,203.5377782,114.54973,mileage,22,2617.221966768986,34586588.29085215,,0.6762421866624305,40.0,0
531,B1065,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,FREIGHTLINER,FL80,2004,MANITOBA YD. (250 W. 70TH),10432.0,,63.82083404,40.05642,mileage,21,2121.6150720171004,22132688.43128239,,0.37050569318920007,162.0,0
532,B1136,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2003,NATIONAL YD. (701 NATIONAL),5862.0,,265.6913914,21.61335,mileage,22,1808.1946636509376,10599637.118321797,,0.22519820052378783,236.0,0
533,B1137,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2003,NATIONAL YD. (701 NATIONAL),4925.0,,251.5680518,83.23946,mileage,22,1808.1946636509376,8905358.718480868,,0.25255463245977583,199.0,0
534,B1163,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2000,NATIONAL YD. (701 NATIONAL),8538.0,,305.347224,46.7475,mileage,25,1808.1946636509376,15438366.038251704,,0.24175928837257735,209.0,0
535,B1260,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),4849.0,,172.3894445,40.8575,mileage,23,1808.1946636509376,8767935.924043396,,0.22316416105673725,238.0,0
536,B1261,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),3368.0,,125.9872255,12.28083,mileage,25,1808.1946636509376,6089999.627176358,,0.2041783183960582,272.0,0
537,B1262,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),7475.0,,51.83666694,26.16278,mileage,25,1808.1946636509376,13516255.11079076,,0.20189644083879213,277.0,0
538,B1263,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),4257.0,,150.5288862,44.01142,mileage,25,1808.1946636509376,7697484.683162042,,0.22204915680533935,240.0,0
539,B1264,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),5095.0,,40.61388928,28.16334,mileage,25,1808.1946636509376,9212751.811301528,,0.20150372712533746,279.0,0
540,B1266,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2002,NATIONAL YD. (701 NATIONAL),6177.0,,445.7986133,73.12253,mileage,23,1808.1946636509376,11169218.437371844,,0.27089813971165555,183.0,0
541,B1273,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),6252.0,,98.49583435,27.75334,mileage,23,1808.1946636509376,11304833.03714566,,0.20819758613599154,265.0,0
542,B1288,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),4431.0,,252.0097181,21.87944,mileage,23,1808.1946636509376,8012110.554637304,,0.22369567218449843,237.0,0
543,B1289,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),5370.0,,253.5894443,45.78306,mileage,23,1808.1946636509376,9710005.343805537,,0.23514650248789315,217.0,0
544,B1292,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2003,NATIONAL YD. (701 NATIONAL),3447.0,,115.7633344,41.33529,mileage,22,1808.1946636509376,6232847.005604782,,0.21665166785691817,251.0,0
545,B1293,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F550,2004,NATIONAL YD. (701 NATIONAL),4501.0,,57.32944453,15.10445,mileage,21,1808.1946636509376,8138684.18109287,,0.1973395496399763,280.0,0
546,B1295,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2004,NATIONAL YD. (701 NATIONAL),4968.0,,83.27055727,19.415,mileage,21,1808.1946636509376,8983111.089017859,,0.2024571722569165,274.0,0
547,B1299,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2003,NATIONAL YD. (701 NATIONAL),4616.0,,18.04250002,15.90307,mileage,22,1808.1946636509376,8346626.567412728,,0.19304131288617782,287.0,0
548,B1340,"TRUCK, CLASS 4, CREW CAB, DUMP BODY",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2013,VARIOUS ON SITE,3037.0,647.0,278.3527814,23.22498,mileage,12,1808.1946636509376,5491487.193507898,,0.22746407214920442,233.0,0
549,B1714,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,MT45,2008,NATIONAL YD. (701 NATIONAL),3877.0,,201.2980548,79.31335,mileage,17,1654.6658878795035,6415139.647308835,,0.16603549653529664,303.0,0
550,B1723,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106,2005,NATIONAL YD. (701 NATIONAL),6467.0,,181.2455551,45.44473,mileage,20,1654.6658878795035,10700724.29691675,,0.14769140435880146,314.0,0
551,B1724,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106,2005,NATIONAL YD. (701 NATIONAL),5303.0,,196.1897229,46.25388,mileage,20,1654.6658878795035,8774693.203425007,,0.14985077949486184,312.0,0
552,B1725,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106,2005,NATIONAL YD. (701 NATIONAL),5189.0,,174.2913879,39.8175,mileage,20,1654.6658878795035,8586061.292206744,,0.14421253889114868,316.0,0
553,B1726,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106,2005,NATIONAL YD. (701 NATIONAL),2211.0,,73.55527829,16.15111,mileage,20,1654.6658878795035,3658466.278101583,,0.12107543436551814,321.0,0
554,B1729,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106,2005,NATIONAL YD. (701 NATIONAL),4684.0,,295.6419441,46.64669,mileage,20,1654.6658878795035,7750455.018827595,,0.161869114960169,308.0,0
555,B1730,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FREIGHTLINER,M2-106,2005,NATIONAL YD. (701 NATIONAL),5018.0,,549.2730553,142.66613,mileage,20,1654.6658878795035,8303113.425379349,,0.23728951178131796,212.0,0
556,B1744,"TRUCK, AERIAL, LINE",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,INTERNATIONAL,4600,1990,NATIONAL YD. (701 NATIONAL),300.0,,211.6225002,22.92915,mileage,35,1654.6658878795035,496399.7663638511,,0.1406969302600214,317.0,0
557,B1749,"TRUCK, FLATDECK, POLE CRANE, LIGHT",hvy trk,Engineering Services,ENGINEERING TRAFF & ELEC SRVCS,FORD,F750,2001,NATIONAL YD. (701 NATIONAL),5009.0,,612.5019448,168.5679,mileage,24,1654.6658878795035,8288221.432388433,,0.2570171089713432,193.0,0
558,B1931,"TRUCK, CLASS 4, CREW CAB, DUMP BODY",hvy trk,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,F450,2013,MANITOBA YD. (250 W. 70TH),3368.0,263.0,39.86777639,13.68223,mileage,12,1808.1946636509376,6089999.627176358,,0.19459176621643207,284.0,0
559,B1932,"TRUCK, CLASS 4, CREW CAB, DUMP BODY",hvy trk,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,F450,2013,MANITOBA YD. (250 W. 70TH),3116.0,137.0,17.24388897,5.22139,mileage,12,1808.1946636509376,5634334.571936321,,0.1879133145955361,293.0,0
560,B1967,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,F750,2000,MANITOBA YD. (250 W. 70TH),5348.0,,171.1911128,47.78143,mileage,25,1808.1946636509376,9670225.061205214,,0.2262839841707061,234.0,0
561,B1968,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING EQS LOANER POOL,FORD,F750,2000,NATIONAL YD. (701 NATIONAL),4395.0,,65.17861044,29.08779,mileage,25,1808.1946636509376,7947015.546745871,,0.20486212383141902,271.0,0
562,B5385,"TRUCK, FLATDECK, LIGHT",hvy trk,Parks & Recreation,PARK BOARD PLANNING AND OPERATIONS,HINO,<UNDER STUDY>,2011,EVANS YARD (955 EVANS AVE.),8643.0,,14.26305532,5.23056,mileage,14,2140.9024817627105,18503820.14987511,,0.3580852559196432,169.0,0
563,B7639,"TRUCK, SERVICE, 1.5 TON",hvy trk,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,GENERAL MOTORS,GRUMMAN,2002,EVANS YARD (955 EVANS AVE.),18435.0,,281.5933354,39.71833,mileage,23,1446.5557309207502,26667254.89952403,,0.05027063776926327,325.0,0
564,B7643,"TRUCK, AERIAL, 34 FT BOOM",hvy trk,Corporate Services Group,REAL ESTATE & FACILITIES MANAGEMENT,FORD,F450,2002,EVANS YARD (955 EVANS AVE.),3653.0,,44.9677785,4.27416,mileage,23,1654.6658878795035,6044494.488423826,,0.11207780956438976,324.0,0
565,B7650,"TRUCK, DUMP, 1 YARD",hvy trk,Parks & Recreation,PARK BOARD STANLEY DISTRICT,FORD,F450,2002,STANLEY PARK SERVICE YD.,13675.0,,104.9638897,44.01667,mileage,23,1808.1946636509376,24727062.02542657,,0.21663011174428048,252.0,0
566,C0476,"TRUCK, VAN, POWER TAILGATE, SINGLE AXLE",hvy trk,Vancouver Public Library,LIBRARY,STERLING,SC7000,2003,VPL CENTRAL (350 W GEORGIA),20079.0,,53.71749976,46.22834,mileage,22,2140.9024817627105,42987180.93131346,,0.38209698039979134,154.0,0
567,C1038,"TRUCK, WELDER, SERVICE",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,FREIGHTLINER,M2-106,2005,MANITOBA YD. (250 W. 70TH),13733.0,,158.1502775,47.71888,mileage,20,2140.9024817627105,29401013.782047305,,0.39522515043364415,138.0,0
568,C1041,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,TP31042,2002,MANITOBA YD. (250 W. 70TH),4875.0,,250.5366673,54.77085,mileage,23,1808.1946636509376,8814948.98529832,,0.23901812184882332,211.0,0
569,C1044,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,WP31442,2002,MANITOBA YD. (250 W. 70TH),3530.0,,426.5969424,52.92362,mileage,23,1808.1946636509376,6382927.16268781,,0.25909615389695057,190.0,0
570,C1046,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,TP31442,2002,MANITOBA YD. (250 W. 70TH),4107.0,,182.2338916,61.05417,mileage,23,1808.1946636509376,7426255.483614401,,0.2338517288038527,219.0,0
571,C1047,"TRUCK, SERVICE, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,DODGE,SPRINTER,2008,MANITOBA YD. (250 W. 70TH),16668.0,,212.2041683,60.33499,mileage,17,1808.1946636509376,30138988.653733827,,0.23707885886155458,214.0,0
572,C1048,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,GRUMMAN,TP31442,2002,MANITOBA YD. (250 W. 70TH),4932.0,,122.8652819,29.73112,mileage,23,1808.1946636509376,8918016.081126424,,0.21202905461844973,259.0,0
573,C1084,"TRUCK, SERVICE, WITH TOOLS, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,FREIGHTLINER,FL70,2004,MANITOBA YD. (250 W. 70TH),11845.0,,168.0316669,71.32469,mileage,21,1808.1946636509376,21418065.790945355,,0.2370011336253891,215.0,0
574,C1093,"TRUCK, SERVICE, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,DODGE,SPRINTER,2009,MANITOBA YD. (250 W. 70TH),12292.0,,158.6119461,37.00946,mileage,16,1808.1946636509376,22226328.805597324,,0.21971174214163108,243.0,0
575,C1094,"TRUCK, SERVICE, 3 TON",hvy trk,Engineering Services,ENGINEERING WATERWORKS OPER.,DODGE,SPRINTER,2009,MANITOBA YD. (250 W. 70TH),3668.0,,328.1152749,62.78502,mileage,16,1808.1946636509376,6632458.026271639,,0.252024860596531,200.0,0
576,C1103,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2000,MANITOBA YD. (250 W. 70TH),7194.0,,115.5661112,71.22027,mileage,25,1808.1946636509376,13008152.410304844,,0.23070935630162281,229.0,0
577,C1116,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2008,NATIONAL YD. (701 NATIONAL),39434.0,1940.0,513.6449991,136.23618,mileage,17,1808.1946636509376,71304348.36641107,,0.3087085778175961,173.0,0
578,C1121,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2000,NATIONAL YD. (701 NATIONAL),7856.0,,139.7133323,43.79109,mileage,25,1808.1946636509376,14205177.277641766,,0.22065846108499806,242.0,0
579,C1126,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2000,NATIONAL YD. (701 NATIONAL),4940.0,,576.9347239,83.96807,mileage,25,1808.1946636509376,8932481.638435632,,0.2916114600984858,177.0,0
580,C1130,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2000,NATIONAL YD. (701 NATIONAL),9514.0,,506.4327779,206.48973,mileage,25,1808.1946636509376,17203164.02997502,,0.34095238702162844,171.0,0
581,C1133,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2000,MANITOBA YD. (250 W. 70TH),10668.0,,163.9119455,60.24387,mileage,25,1808.1946636509376,19289820.671828203,,0.23128990926066278,227.0,0
582,C1134,"TRUCK, CLASS 4, CREW CAB, DUMP BODY",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2013,VARIOUS ON SITE,3396.0,379.0,48.77722311,5.76,mileage,12,1808.1946636509376,6140629.077758584,,0.19191906732172484,290.0,0
583,C1135,"TRUCK, CLASS 4, CREW CAB, DUMP BODY, SNOW EQUIPPED",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2013,NATIONAL YD. (701 NATIONAL),1398.0,121.0,11.66472244,5.34028,mileage,12,1808.1946636509376,2527856.1397840106,,0.18730549981982142,294.0,0
584,C1138,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F450,2002,NATIONAL YD. (701 NATIONAL),7538.0,,243.4974986,40.36444,mileage,23,1808.1946636509376,13630171.374600768,,0.2313925831849305,225.0,0
585,C1154,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2003,NATIONAL YD. (701 NATIONAL),9989.0,,189.1783308,79.5258,mileage,22,1808.1946636509376,18062056.495209217,,0.24338143970779752,208.0,0
586,C1156,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2003,NATIONAL YD. (701 NATIONAL),10855.0,,273.3533341,95.96534,mileage,22,1808.1946636509376,19627953.073930927,,0.26114289766188514,187.0,0
587,C1157,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2003,NATIONAL YD. (701 NATIONAL),7743.0,,387.6827813,75.10698,mileage,22,1808.1946636509376,14000851.28064921,,0.2649182985491809,185.0,0
588,C1158,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2003,NATIONAL YD. (701 NATIONAL),6547.0,,110.1172218,49.15085,mileage,22,1808.1946636509376,11838250.462922689,,0.2196623916519593,244.0,0
589,C1159,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2003,NATIONAL YD. (701 NATIONAL),6779.0,,309.6161095,51.22863,mileage,22,1808.1946636509376,12257751.624889703,,0.24437863002264398,206.0,0
590,C1161,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2003,NATIONAL YD. (701 NATIONAL),7889.0,,360.7141652,73.45663,mileage,22,1808.1946636509376,14264847.701542247,,0.2609318477627074,189.0,0
591,C1162,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2003,NATIONAL YD. (701 NATIONAL),7693.0,,399.9919466,73.6986,mileage,22,1808.1946636509376,13910441.547466664,,0.2657192977066471,184.0,0
592,C1166,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,M2-106,2006,NATIONAL YD. (701 NATIONAL),10862.0,,209.5366654,81.18389,mileage,19,2121.6150720171004,23044982.912249744,,0.4072219604401799,128.0,0
593,C1167,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,M2-106,2006,MANITOBA YD. (250 W. 70TH),11047.0,,480.6638893,89.59698,mileage,19,2121.6150720171004,23437481.700572908,,0.4434459062944036,111.0,0
594,C1193,"TRUCK, DUMP, 3 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F750,2000,NATIONAL YD. (701 NATIONAL),3921.0,,575.5941679,84.50277,mileage,25,1808.1946636509376,7089931.276175327,,0.2917038940468709,176.0,0
595,C1198,"TRUCK, DUMP, 4-7.5 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,M2-106,2006,NATIONAL YD. (701 NATIONAL),6224.0,,359.517224,133.3275,mileage,19,2121.6150720171004,13204932.208234431,,0.4496362296585206,110.0,0
596,C1200,"TRUCK, ASPHALT",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,M2-106,2006,NATIONAL YD. (701 NATIONAL),2463.0,,191.101943,34.78555,mileage,19,2140.9024817627105,5273042.812581556,,0.3930519761459902,142.0,0
597,C1231,"TRUCK, DUMP, TANDEM AXLE",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FREIGHTLINER,M2-112,2007,MANITOBA YD. (250 W. 70TH),18981.0,,323.7949991,115.32527,mileage,18,2617.221966768986,49677490.15124212,,0.6909163243223242,32.0,1
598,C1267,"TRUCK, DUMP, 1 YARD",hvy trk,Engineering Services,ENGINEERING STREETS OPER.,FORD,F350,2000,NATIONAL YD. (701 NATIONAL),5188.0,,210.5713889,22.01168,mileage,25,1808.1946636509376,9380913.915021064,,0.21882747063714517,246.0,0
